Sale ID,Date,Item ID,Batch ID,Product Type,Species,Grade,Finish,Dominant Color,Color Count (#),Customer Type,Customer Name,Country,City,Channel,Lead Source,Price (CAD),Discount (CAD),Shipping (CAD),Taxes Collected (CAD),Payment Method,COA #,Shipped Date,Consignment? (Y/N),Consignment Owner,Export Permit (PDF link),length,width,weight,,,,,,,,
S-0054,2025-06-09,I-0054,B-2025-006,Art,Placenticeras intercalare,A,Polished,Fiery Red,4,Museum,Northern Lights Gallery,Japan,Osaka,Gallery Show,Art Fair,9934.23,0,2938.24,0,PayPal,COA-000154,2025-06-09 00:00:00,N,,C:\Permits\EXP-1054.pdf,564.7,639.6,13.29,,,,,,,,S-0054
S-0055,2025-06-22,I-0055,B-2025-006,Art,Baculites compressus,AAA,Mixed Media,Green/Gold,7,Gallery,Riverside Gallery,France,Paris,Private Sale,Art Fair,40079.42,2915.16,2547.34,0,PayPal,COA-000155,2025-06-12 00:00:00,N,,C:\Permits\EXP-1055.pdf,942,687.8,7.63,,,,,,,,S-0055
S-0056,2025-10-30,I-0056,B-2025-006,Art,Placenticeras meeki,B,Sculptural,Green/Blue,6,Gallery,Northern Lights Gallery,France,Lyon,Auction,Instagram,896.83,0,2920.17,0,Wire,COA-000156,2025-06-15 00:00:00,N,,C:\Permits\EXP-1056.pdf,948.1,798.3,6.85,,,,,,,,S-0056
S-0057,2025-05-29,I-0057,B-2025-006,Art,Placenticeras intercalare,B,Polished,Teal/Blue,1,Museum,Northern Lights Gallery,Japan,Tokyo,Auction,Art Fair,725.76,0,940.48,0,PayPal,COA-000157,2025-06-18 00:00:00,Y,Lakeside Gallery,C:\Permits\EXP-1057.pdf,803.7,703.4,11.77,,,,,,,,S-0057
S-0058,2025-03-21,I-0058,B-2025-006,Art,Placenticeras meeki,A,Coated,Peacock,1,Museum,Riverside Gallery,Japan,Kyoto,Online,Walk-up,3719.71,0,591.38,0,Cheque,COA-000158,2025-06-21 00:00:00,N,,C:\Permits\EXP-1058.pdf,582.6,595.6,4.46,,,,,,,,S-0058
S-0059,2025-08-01,I-0059,B-2025-006,Art,Placenticeras intercalare,AA,Mixed Media,Green/Blue,6,Museum,Riverside Gallery,Japan,Osaka,Online,Walk-up,12011.48,271.67,1237.48,0,Credit Card,COA-000159,2025-06-24 00:00:00,N,,C:\Permits\EXP-1059.pdf,970.3,813.3,4.49,,,,,,,,S-0059
S-0060,2025-07-22,I-0060,B-2025-006,Art,Baculites compressus,A,Polished,Red/Green,4,Museum,Emerald & Stone Museum,Canada,Toronto,Online,Instagram,6755.44,162.44,1133.83,337.77,Cheque,COA-000160,2025-06-27 00:00:00,N,,,872.2,423.1,15.45,,,,,,,,S-0060
S-0061,2025-09-09,I-0061,B-2025-007,Art,Baculites compressus,AA,Coated,Fiery Red,3,Gallery,Riverside Gallery,Canada,Edmonton,Private Sale,Instagram,8759.81,0,2050.96,437.99,Credit Card,COA-000161,2025-06-30 00:00:00,Y,Aurora Art Gallery,,614.9,773.1,11.83,,,,,,,,S-0061
S-0062,2025-08-17,I-0062,B-2025-007,Art,Placenticeras meeki,AAA,Polished,Red/Green,2,Museum,Mountainview Museum,Canada,Vancouver,Auction,Walk-up,30529.52,0,1610.75,1526.48,PayPal,COA-000162,2025-07-03 00:00:00,N,,,426,769.9,16,,,,,,,,S-0062
S-0063,2025-06-13,I-0063,B-2025-007,Art,Placenticeras intercalare,A,Framed,Red/Green,4,Museum,Downtown Arts Centre,Canada,Toronto,Auction,Website,3899.01,0,553.34,194.95,Square,COA-000163,2025-07-06 00:00:00,N,,,751.2,727.3,8.71,,,,,,,,S-0063
S-0064,2025-08-15,I-0064,B-2025-007,Art,Placenticeras intercalare,A,Sculptural,Green,4,Gallery,Northern Lights Gallery,Japan,Osaka,Auction,Instagram,4050.38,0,1364.77,0,EFT,COA-000164,2025-07-09 00:00:00,Y,Downtown Arts Centre,C:\Permits\EXP-1064.pdf,587.5,452.9,17.3,,,,,,,,S-0064
S-0065,2025-05-27,I-0065,B-2025-007,Art,Placenticeras meeki,B,Framed,Multicolor,1,Museum,Northern Lights Gallery,France,Paris,Online,Art Fair,1904.21,0,1350.26,0,Credit Card,COA-000165,2025-07-12 00:00:00,N,,C:\Permits\EXP-1065.pdf,964.7,553.8,16.74,,,,,,,,S-0065
S-0066,2025-01-20,I-0066,B-2025-007,Art,Placenticeras intercalare,AAA,Sculptural,Green/Gold,3,Gallery,Riverside Gallery,Japan,Tokyo,Auction,Instagram,24004.56,0,521.68,0,Square,COA-000166,2025-07-15 00:00:00,Y,Emerald & Stone Museum,C:\Permits\EXP-1066.pdf,884.3,807.1,17.62,,,,,,,,S-0066
S-0067,2025-02-16,I-0067,B-2025-007,Art,Baculites compressus,AAA,Polished,Red/Green,2,Museum,Skyline Museum of Natural Art,France,Lyon,Online,Instagram,32652.84,0,597.25,0,Wire,COA-000167,2025-07-18 00:00:00,N,,C:\Permits\EXP-1067.pdf,418.4,747.7,6.23,,,,,,,,S-0067
S-0068,2025-08-21,I-0068,B-2025-007,Art,Placenticeras intercalare,B,Polished,Blue/Green,3,Museum,Lakeside Gallery,Canada,Vancouver,Private Sale,Instagram,624.41,0,1440.72,31.22,Credit Card,COA-000168,2025-07-21 00:00:00,N,,,764.2,548.5,6.23,,,,,,,,S-0068
S-0069,2025-11-01,I-0069,B-2025-007,Art,Placenticeras intercalare,AAA,Mixed Media,Multicolor,3,Museum,Mountainview Museum,France,Paris,Private Sale,Walk-up,12191.28,0,2846.91,0,Credit Card,COA-000169,2025-07-24 00:00:00,N,,C:\Permits\EXP-1069.pdf,858.5,473.7,4.8,,,,,,,,S-0069
S-0070,2025-01-14,I-0070,B-2025-007,Art,Baculites compressus,B,Mixed Media,Blue/Green,2,Museum,Mountainview Museum,Japan,Kyoto,Gallery Show,Website,2654.41,0,252.48,0,EFT,COA-000170,2025-07-27 00:00:00,N,,C:\Permits\EXP-1070.pdf,917.3,645.5,11.6,,,,,,,,S-0070
S-0071,2025-05-23,I-0071,B-2025-008,Art,Placenticeras intercalare,B,Framed,Red/Orange,1,Museum,Pacific Gem Arts,Malaysia,Johor Bahru,Gallery Show,Website,2611.21,0,1848.84,0,EFT,COA-000171,2025-07-30 00:00:00,N,,C:\Permits\EXP-1071.pdf,637.5,486.2,8.09,,,,,,,,S-0071
S-0072,2025-01-01,I-0072,B-2025-008,Art,Placenticeras meeki,A,Framed,Sunset (R/O/G),6,Gallery,Mountainview Museum,Japan,Osaka,Gallery Show,Instagram,2079.26,0,685.8,0,Wire,COA-000172,2025-08-02 00:00:00,Y,Northern Lights Gallery,C:\Permits\EXP-1072.pdf,506.3,763.7,10.41,,,,,,,,S-0072
S-0073,2025-02-23,I-0073,B-2025-008,Art,Baculites compressus,B,Sculptural,Purple/Red,6,Museum,Lakeside Gallery,Japan,Osaka,Online,Walk-up,2244.74,151.1,1185.44,0,EFT,COA-000173,2025-08-05 00:00:00,Y,Harbourfront Gallery,C:\Permits\EXP-1073.pdf,671.1,334.1,15.48,,,,,,,,S-0073
S-0074,2025-09-16,I-0074,B-2025-008,Art,Baculites compressus,AAA,Framed,Green,5,Museum,Harbourfront Gallery,Canada,Toronto,Private Sale,Referral,31347.17,0,373.25,1567.36,Credit Card,COA-000174,2025-08-08 00:00:00,Y,Lakeside Gallery,,989.4,350.6,12.69,,,,,,,,S-0074
S-0075,2025-05-24,I-0075,B-2025-008,Art,Placenticeras meeki,AAA,Mixed Media,Peacock,5,Gallery,Lakeside Gallery,France,Lyon,Auction,Walk-up,40128.38,0,1966.48,0,PayPal,COA-000175,2025-08-11 00:00:00,N,,C:\Permits\EXP-1075.pdf,597.8,634.8,8.8,,,,,,,,S-0075
S-0076,2025-01-12,I-0076,B-2025-008,Art,Baculites compressus,A,Sculptural,Blue/Green,3,Gallery,Riverside Gallery,Japan,Osaka,Gallery Show,Walk-up,6355.37,284.51,1254.7,0,Wire,COA-000176,2025-08-14 00:00:00,N,,C:\Permits\EXP-1076.pdf,887.9,702.1,15.43,,,,,,,,S-0076
S-0077,2025-08-12,I-0077,B-2025-008,Art,Baculites compressus,AAA,Mixed Media,Sunset (R/O/G),3,Gallery,Lakeside Gallery,France,Paris,Private Sale,Referral,17680.21,572.76,1028.22,0,EFT,COA-000177,2025-08-17 00:00:00,N,,C:\Permits\EXP-1077.pdf,704.6,623.9,14.08,,,,,,,,S-0077
S-0078,2025-09-29,I-0078,B-2025-008,Art,Baculites compressus,AAA,Polished,Teal/Blue,5,Gallery,Riverside Gallery,Malaysia,Kuala Lumpur,Private Sale,Instagram,44111.43,1466.4,1425.49,0,Cheque,COA-000178,2025-08-20 00:00:00,N,,C:\Permits\EXP-1078.pdf,805.8,442.5,9.66,,,,,,,,S-0078
S-0079,2025-06-05,I-0079,B-2025-008,Art,Baculites compressus,A,Mixed Media,Fiery Red,5,Gallery,Skyline Museum of Natural Art,Malaysia,Kuala Lumpur,Gallery Show,Art Fair,5567.53,0,1269.24,0,EFT,COA-000179,2025-08-23 00:00:00,N,,C:\Permits\EXP-1079.pdf,979.8,790.1,15.02,,,,,,,,S-0079
S-0080,2025-01-08,I-0080,B-2025-008,Art,Placenticeras intercalare,AA,Framed,Purple/Red,4,Museum,Mountainview Museum,Canada,Montreal,Online,Referral,16446.75,0,2734.86,822.34,Square,COA-000180,2025-08-26 00:00:00,Y,Downtown Arts Centre,,455,846.3,15.25,,,,,,,,S-0080
S-0081,2025-05-02,I-0081,B-2025-009,Art,Placenticeras meeki,A,Mixed Media,Red/Green,4,Museum,Emerald & Stone Museum,Malaysia,Kuala Lumpur,Gallery Show,Instagram,3868.16,0,2201.17,0,Square,COA-000181,2025-08-29 00:00:00,N,,C:\Permits\EXP-1081.pdf,487.6,323,16.76,,,,,,,,S-0081
S-0082,2025-06-13,I-0082,B-2025-009,Art,Baculites compressus,B,Coated,Teal/Blue,6,Museum,Harbourfront Gallery,Canada,Vancouver,Online,Referral,2794.4,0,2236.26,139.72,Wire,COA-000182,2025-09-01 00:00:00,N,,,466.7,472.9,7.52,,,,,,,,S-0082
S-0083,2025-03-31,I-0083,B-2025-009,Art,Placenticeras meeki,AAA,Mixed Media,Purple/Red,7,Museum,Northern Lights Gallery,Canada,Toronto,Online,Art Fair,21251.73,0,1401.87,1062.59,Credit Card,COA-000183,2025-09-04 00:00:00,N,,,544.3,549.9,12.97,,,,,,,,S-0083
S-0084,2025-05-16,I-0084,B-2025-009,Art,Baculites compressus,AAA,Polished,Multicolor,5,Gallery,Downtown Arts Centre,Malaysia,Kuala Lumpur,Auction,Referral,43084.08,0,389.17,0,PayPal,COA-000184,2025-09-07 00:00:00,Y,Northern Lights Gallery,C:\Permits\EXP-1084.pdf,862.9,741.1,7.99,,,,,,,,S-0084
S-0085,2025-07-05,I-0085,B-2025-009,Art,Placenticeras intercalare,AAA,Sculptural,Green/Blue,7,Gallery,Harbourfront Gallery,Malaysia,Johor Bahru,Private Sale,Instagram,41733.15,958.14,764.45,0,Square,COA-000185,2025-09-10 00:00:00,N,,C:\Permits\EXP-1085.pdf,931.5,489.4,7.65,,,,,,,,S-0085
S-0086,2025-06-27,I-0086,B-2025-009,Art,Baculites compressus,B,Mixed Media,Green/Gold,1,Gallery,Skyline Museum of Natural Art,France,Paris,Gallery Show,Referral,2498.36,0,1320.06,0,Square,COA-000186,2025-09-13 00:00:00,N,,C:\Permits\EXP-1086.pdf,973.9,503.4,5.8,,,,,,,,S-0086
S-0087,2025-01-28,I-0087,B-2025-009,Art,Placenticeras intercalare,B,Sculptural,Green/Gold,7,Gallery,Downtown Arts Centre,Canada,Toronto,Private Sale,Art Fair,1407.27,0,2050.57,70.36,PayPal,COA-000187,2025-09-16 00:00:00,N,,,761.6,555.7,13.35,,,,,,,,S-0087
S-0088,2025-08-08,I-0088,B-2025-009,Art,Placenticeras intercalare,A,Framed,Gold/Green,7,Museum,Riverside Gallery,Malaysia,Penang,Online,Website,7276.62,0,2443.07,0,Cheque,COA-000188,2025-09-19 00:00:00,N,,C:\Permits\EXP-1088.pdf,971.7,385.7,12.11,,,,,,,,S-0088
S-0089,2025-02-10,I-0089,B-2025-009,Art,Placenticeras meeki,B,Coated,Multicolor,2,Museum,Lakeside Gallery,Malaysia,Johor Bahru,Online,Art Fair,2197.66,109.36,2336.64,0,Wire,COA-000189,2025-09-22 00:00:00,N,,C:\Permits\EXP-1089.pdf,717.7,538.8,12.74,,,,,,,,S-0089
S-0090,2025-08-16,I-0090,B-2025-009,Art,Placenticeras meeki,AA,Framed,Gold/Green,2,Museum,Mountainview Museum,Malaysia,Johor Bahru,Online,Referral,15560.57,0,1913.26,0,PayPal,COA-000190,2025-09-25 00:00:00,N,,C:\Permits\EXP-1090.pdf,999.2,420.1,5.04,,,,,,,,S-0090
S-0091,2025-07-11,I-0091,B-2025-010,Art,Placenticeras intercalare,AAA,Coated,Gold/Green,4,Gallery,Lakeside Gallery,France,Marseille,Online,Art Fair,21614.49,0,641.01,0,Credit Card,COA-000191,2025-09-28 00:00:00,N,,C:\Permits\EXP-1091.pdf,820.1,404.5,8.42,,,,,,,,S-0091
S-0092,2025-05-25,I-0092,B-2025-010,Art,Placenticeras meeki,AA,Coated,Teal/Blue,2,Gallery,Harbourfront Gallery,Canada,Edmonton,Gallery Show,Walk-up,6946.57,175.47,1314.85,347.33,Credit Card,COA-000192,2025-10-01 00:00:00,N,,,687.2,546.5,9.14,,,,,,,,S-0092
S-0093,2025-07-20,I-0093,B-2025-010,Art,Placenticeras meeki,AAA,Polished,Purple/Red,1,Museum,Harbourfront Gallery,France,Paris,Private Sale,Instagram,30114.55,2605.25,1650.69,0,EFT,COA-000193,2025-10-04 00:00:00,N,,C:\Permits\EXP-1093.pdf,497.2,860.8,6.38,,,,,,,,S-0093
S-0094,2025-07-31,I-0094,B-2025-010,Art,Placenticeras meeki,A,Polished,Fiery Red,6,Museum,Pacific Gem Arts,France,Marseille,Online,Art Fair,2719.14,87.92,2044.45,0,Cheque,COA-000194,2025-10-07 00:00:00,N,,C:\Permits\EXP-1094.pdf,763.1,805.5,11.45,,,,,,,,S-0094
S-0095,2025-08-08,I-0095,B-2025-010,Art,Placenticeras meeki,AAA,Framed,Purple/Red,7,Museum,Emerald & Stone Museum,Malaysia,Johor Bahru,Online,Walk-up,34368.95,0,1045.86,0,Cheque,COA-000195,2025-10-10 00:00:00,Y,Downtown Arts Centre,C:\Permits\EXP-1095.pdf,578.5,343.8,3.9,,,,,,,,S-0095
S-0096,2025-08-28,I-0096,B-2025-010,Art,Placenticeras intercalare,B,Mixed Media,Peacock,2,Museum,Riverside Gallery,Japan,Osaka,Gallery Show,Referral,826.92,0,1772.62,0,EFT,COA-000196,2025-10-13 00:00:00,N,,C:\Permits\EXP-1096.pdf,679.9,460.5,6.72,,,,,,,,S-0096
S-0097,2025-02-15,I-0097,B-2025-010,Art,Placenticeras meeki,AAA,Polished,Red/Orange,7,Museum,Emerald & Stone Museum,Japan,Osaka,Gallery Show,Instagram,32325.07,0,1596.53,0,Wire,COA-000197,2025-10-16 00:00:00,N,,C:\Permits\EXP-1097.pdf,413.9,867.1,10.58,,,,,,,,S-0097
S-0098,2025-02-04,I-0098,B-2025-010,Art,Placenticeras meeki,AA,Sculptural,Green/Blue,1,Gallery,Skyline Museum of Natural Art,Malaysia,Johor Bahru,Auction,Referral,5122.66,0,575.02,0,Credit Card,COA-000198,2025-10-19 00:00:00,Y,Lakeside Gallery,C:\Permits\EXP-1098.pdf,858.3,519.6,9.01,,,,,,,,S-0098
S-0099,2025-09-10,I-0099,B-2025-010,Art,Placenticeras intercalare,AA,Sculptural,Green/Gold,1,Museum,Mountainview Museum,Malaysia,Johor Bahru,Gallery Show,Art Fair,14165.65,0,470.71,0,Cheque,COA-000199,2025-10-22 00:00:00,N,,C:\Permits\EXP-1099.pdf,992.1,634.7,8.48,,,,,,,,S-0099
S-0100,2025-03-23,I-0100,B-2025-010,Art,Placenticeras meeki,AA,Sculptural,Sunset (R/O/G),4,Gallery,Aurora Art Gallery,Canada,Calgary,Gallery Show,Walk-up,11854.83,0,1643.42,592.74,Credit Card,COA-000200,2025-10-25 00:00:00,N,,,767.8,397.5,17.86,,,,,,,,S-0100
S-0001,2025-09-13,I-0003,B-2025-002,Fossil (Whole Ammonite),Placenticeras meeki,B,Stabilized,Red/Green,4,Retail Collector,A. Chen,China,Shenzhen,Online,Instagram,4367,75,1626,0,Square,COA-000102,2025-01-30 00:00:00,N,,C:\Permits\EXP-0001.pdf,18,25,24.6,,,,,,,,
S-0002,2025-07-16,I-0001,B-2025-001,Fossil (Half Nodule),Placenticeras meeki,A,Polished,Multicolor,3,Wholesaler,Golden Leaf Gallery,Australia,Sydney,Wholesale,Referral,16438,100,2931,0,Wire,COA-000101,2025-02-10 00:00:00,Y,148 Rockhounds,C:\Permits\EXP-0002.pdf,14,31,16.9,,,,,,,,
S-0003,2025-10-30,I-0002,B-2025-001,Fossil (Whole Ammonite),Placenticeras meeki,AAA,Coated,Blue/Green,3,Retail Collector,S. Patel,France,Lyon,Show,Walk-up,4765,0,1874,0,Square,COA-000103,2025-02-18 00:00:00,N,,C:\Permits\EXP-0003.pdf,11,28,23.2,,,,,,,,
S-0004,2025-01-10,I-0004,B-2025-003,Fossil (Half Nodule),Baculites compressus,B,Coated,Fiery Red,4,Gallery,Aurora Stones,Hong Kong,Hong Kong,Wholesale,Repeat Client,8876,0,1260,0,Wire,COA-000104,2025-03-02 00:00:00,N,,C:\Permits\EXP-0004.pdf,30,26,12,,,,,,,,
S-0005,2025-11-08,I-0005,B-2025-003,Fossil (Whole Ammonite),Placenticeras intercalare,AAA,Stabilized,Green/Gold,3,Retail Collector,D. Wong,France,Lyon,Online,Instagram,21590,75,825,0,PayPal,COA-000105,2025-03-11 00:00:00,N,,C:\Permits\EXP-0005.pdf,30,12,15.2,,,,,,,,
S-0006,2025-10-13,I-0006,B-2025-004,Fossil (Half Nodule),Placenticeras intercalare,AA,Stabilized,Green/Blue,3,Wholesaler,Prairie Gem Exchange,Canada,Winnipeg,Wholesale,Referral,34246,0,960,1760.3,Wire,COA-000106,2025-03-15 00:00:00,N,,C:\Permits\EXP-0006.pdf,41,6,13.4,,,,,,,,
S-0007,2025-08-30,I-0007,B-2025-004,Fossil (Half Nodule),Baculites compressus,AA,Stabilized,Multicolor,5,Gallery,Northern Lights Gallery,Hong Kong,Hong Kong,Wholesale,Outbound Call,9926,50,993,0,EFT,COA-000107,2025-03-28 00:00:00,Y,Northern Lights Gallery,C:\Permits\EXP-0007.pdf,34,5,15.8,,,,,,,,
S-0008,2025-09-08,I-0008,B-2025-005,Fossil (Whole Ammonite),Placenticeras intercalare,AAA,Coated,Red/Orange,4,Retail Collector,R. Martinez,China,Shenzhen,Online,Facebook,27422,75,811,0,Credit Card,COA-000108,2025-04-04 00:00:00,N,,C:\Permits\EXP-0008.pdf,22,29,15.7,,,,,,,,
S-0009,2025-01-05,I-0009,B-2025-005,Fossil (Half Nodule),Placenticeras intercalare,AA,Coated,Peacock,4,Retail Collector,K. Sato,United States,Los Angeles,Online,Instagram,35131,0,1664,0,PayPal,COA-000109,2025-04-12 00:00:00,N,,C:\Permits\EXP-0009.pdf,20,21,22.5,,,,,,,,
S-0010,2025-04-29,I-0010,B-2025-006,Fossil (Whole Ammonite),Placenticeras meeki,AAA,Polished,Sunset (R/O/G),5,Wholesaler,Dragon Jade Co.,Australia,Melbourne,Wholesale,Trade Show,19156,0,2063,0,Wire,COA-000110,2025-04-26 00:00:00,N,,C:\Permits\EXP-0010.pdf,35,8,13.3,,,,,,,,
S-0011,2025-10-16,I-0011,B-2025-006,Fossil (Half Nodule),Baculites compressus,AA,Coated,Green/Gold,3,Retail Collector,M. Dubois,United Kingdom,London,Online,Website,10119,50,1261,0,Credit Card,COA-000111,2025-05-03 00:00:00,N,,C:\Permits\EXP-0011.pdf,20,4,23.8,,,,,,,,
S-0012,2025-03-06,I-0012,B-2025-007,Fossil (Whole Ammonite),Placenticeras meeki,AAA,Polished,Green,2,Retail Collector,H. Singh,South Korea,Busan,Online,Google Ads,17913,0,1008,0,Square,COA-000112,2025-05-09 00:00:00,N,,C:\Permits\EXP-0012.pdf,32,21,22.5,,,,,,,,
S-0013,2025-05-26,I-0013,B-2025-007,Fossil (Whole Ammonite),Baculites compressus,AA,Stabilized,Purple/Red,4,Gallery,Emerald & Stone,Canada,Vancouver,Wholesale,Referral,10819,50,366,556.75,Wire,COA-000113,2025-05-17 00:00:00,Y,Emerald & Stone,C:\Permits\EXP-0013.pdf,18,20,20.7,,,,,,,,
S-0014,2025-08-12,I-0014,B-2025-008,Fossil (Half Nodule),Placenticeras intercalare,AAA,Polished,Green/Blue,3,Retail Collector,J. Park,South Korea,Busan,Online,Instagram,38414,0,2285,0,PayPal,COA-000114,2025-05-29 00:00:00,N,,C:\Permits\EXP-0014.pdf,34,30,20.3,,,,,,,,
S-0015,2025-08-27,I-0015,B-2025-008,Fossil (Half Nodule),Baculites compressus,B,Coated,Multicolor,5,Museum,Prairie Heritage Museum,Japan,Tokyo,Direct,Donation w/ sale,8674,200,2254,0,Cheque,COA-000115,2025-06-06 00:00:00,N,,C:\Permits\EXP-0015.pdf,19,11,23.7,,,,,,,,
S-0016,2025-06-26,I-0016,B-2025-009,Fossil (Whole Ammonite),Baculites compressus,AAA,Coated,Gold/Green,3,Wholesaler,Hong Kong Minerals Ltd.,Japan,Tokyo,Wholesale,Trade Show,6753,150,1535,0,Wire,COA-000116,2025-06-18 00:00:00,N,,C:\Permits\EXP-0016.pdf,33,11,6.8,,,,,,,,
S-0017,2025-09-24,I-0017,B-2025-009,Fossil (Half Nodule),Placenticeras intercalare,AAA,Stabilized,Teal/Blue,3,Retail Collector,E. Rossi,United Kingdom,London,Online,Instagram,31395,75,229,0,Credit Card,COA-000117,2025-06-22 00:00:00,N,,C:\Permits\EXP-0017.pdf,5,5,3,,,,,,,,
S-0018,2025-10-09,I-0018,B-2025-010,Fossil (Half Nodule),Baculites compressus,A,Stabilized,Green/Gold,3,Retail Collector,C. Nguyen,France,Paris,Online,Instagram,7110,0,2309,0,Square,COA-000118,2025-07-02 00:00:00,N,,C:\Permits\EXP-0018.pdf,11,31,5.5,,,,,,,,
S-0019,2025-03-04,I-0019,B-2025-010,Fossil (Half Nodule),Placenticeras intercalare,AA,Stabilized,Red/Orange,4,Gallery,Pacific Gem Arts,United States,Denver,Wholesale,Referral,30421,100,719,0,Wire,COA-000119,2025-07-06 00:00:00,Y,Pacific Gem Arts,C:\Permits\EXP-0019.pdf,31,25,14,,,,,,,,
S-0020,2025-08-05,I-0020,B-2025-011,Fossil (Half Nodule),Baculites compressus,AA,Polished,Peacock,4,Retail Collector,B. Ali,Canada,Edmonton,Online,Website,8017,0,1255,463.6,PayPal,COA-000120,2025-07-12 00:00:00,N,,C:\Permits\EXP-0020.pdf,12,5,7.1,,,,,,,,
S-0021,2025-10-10,I-0021,B-2025-011,Fossil (Whole Ammonite),Placenticeras meeki,AA,Polished,Blue/Green,3,Retail Collector,E. Johansson,South Korea,Busan,Online,Google Ads,5317,50,949,0,Credit Card,COA-000121,2025-07-18 00:00:00,N,,C:\Permits\EXP-0021.pdf,39,20,9.4,,,,,,,,
S-0022,2025-06-26,I-0022,B-2025-012,Fossil (Whole Ammonite),Placenticeras intercalare,AA,Coated,Sunset (R/O/G),5,Wholesaler,Harbour Minerals,Japan,Osaka,Wholesale,Trade Show,20161,50,1745,0,Wire,COA-000122,2025-07-22 00:00:00,N,,C:\Permits\EXP-0022.pdf,10,8,3.5,,,,,,,,
S-0023,2025-04-08,I-0023,B-2025-012,Fossil (Half Nodule),Baculites compressus,B,Polished,Multicolor,5,Gallery,Lotus Gallery,South Korea,Seoul,Wholesale,Outbound Call,10057,75,2721,0,Wire,COA-000123,2025-07-28 00:00:00,Y,Lotus Gallery,C:\Permits\EXP-0023.pdf,26,24,8.9,,,,,,,,
S-0024,2025-04-15,I-0024,B-2025-013,Fossil (Half Nodule),Baculites compressus,AA,Coated,Green/Blue,3,Retail Collector,Z. Kim,Hong Kong,Hong Kong,Online,Instagram,11649,0,1269,0,PayPal,COA-000124,2025-08-03 00:00:00,N,,C:\Permits\EXP-0024.pdf,37,4,13.3,,,,,,,,
S-0025,2025-04-09,I-0025,B-2025-013,Fossil (Whole Ammonite),Placenticeras meeki,B,Stabilized,Gold/Green,3,Retail Collector,J. Alvarez,South Korea,Seoul,Online,Facebook,18060,100,530,0,Credit Card,COA-000125,2025-08-06 00:00:00,N,,C:\Permits\EXP-0025.pdf,4,14,5.9,,,,,,,,
S-0026,2025-11-07,I-0026,B-2025-014,Fossil (Whole Ammonite),Baculites compressus,B,Stabilized,Teal/Blue,3,Retail Collector,T. Connor,United Kingdom,Manchester,Online,Instagram,4478,0,1242,0,Credit Card,COA-000126,2025-08-12 00:00:00,N,,C:\Permits\EXP-0026.pdf,24,28,20.9,,,,,,,,
S-0027,2025-01-06,I-0027,B-2025-014,Fossil (Half Nodule),Baculites compressus,A,Coated,Green,2,Gallery,Stonehouse Arts,Australia,Melbourne,Wholesale,Referral,9161,150,2155,0,EFT,COA-000127,2025-08-16 00:00:00,Y,Stonehouse Arts,C:\Permits\EXP-0027.pdf,38,4,6.4,,,,,,,,
S-0028,2025-07-16,I-0028,B-2025-015,Fossil (Whole Ammonite),Baculites compressus,A,Stabilized,Blue/Green,3,Retail Collector,G. Silva,France,Lyon,Online,Instagram,4038,50,1513,0,PayPal,COA-000128,2025-08-22 00:00:00,N,,C:\Permits\EXP-0028.pdf,26,15,20.7,,,,,,,,
S-0029,2025-05-13,I-0029,B-2025-015,Fossil (Whole Ammonite),Placenticeras intercalare,A,Coated,Green/Gold,3,Retail Collector,O. Petrov,Hong Kong,Hong Kong,Online,Website,32577,0,2821,0,Credit Card,COA-000129,2025-08-28 00:00:00,N,,C:\Permits\EXP-0029.pdf,15,16,11.1,,,,,,,,
S-0030,2025-09-16,I-0030,B-2025-009,Fossil (Half Nodule),Placenticeras intercalare,B,Coated,Gold/Green,1,Retail Collector,C. Garcia,China,Shenzhen,Online,Instagram,20320,0,1807,0,Credit Card,COA-000130,2025-11-22 00:00:00,Y,Northern Fossils,C:\Permits\EXP-0030.pdf,30,18,23.7,,,,,,,,
S-0031,2025-01-23,I-0031,B-2025-009,Fossil (Half Nodule),Baculites compressus,AAA,Polished,Blue/Green,3,Retail Collector,L. Smith,United States,Los Angeles,Wholesale,Instagram,7673,50,2826,0,Square,COA-000131,2025-11-25 00:00:00,Y,Lotus Exchange,C:\Permits\EXP-0031.pdf,30,16,24.3,,,,,,,,
S-0032,2025-02-22,I-0032,B-2025-010,Fossil (Whole Ammonite),Baculites compressus,AA,Polished,Blue/Green,5,Retail Collector,J. Smith,France,Paris,Online,Website,7511,200,1844,0,PayPal,COA-000132,2025-11-30 00:00:00,Y,Golden Phoenix Boutique,C:\Permits\EXP-0032.pdf,30,11,18.6,,,,,,,,
S-0033,2025-06-14,I-0033,B-2025-010,Fossil (Whole Ammonite),Baculites compressus,AA,Stabilized,Red/Orange,4,Wholesaler,L. Young,Japan,Tokyo,Wholesale,Instagram,5803,0,1960,0,PayPal,COA-000133,2025-12-02 00:00:00,Y,Fossil Gems,C:\Permits\EXP-0051.pdf,37,23,14.3,,,,,,,,
S-0034,2025-07-21,I-0034,B-2025-011,Fossil (Half Nodule),Placenticeras meeki,A,Stabilized,Green,6,Museum,E. Garcia,Japan,Osaka,Online,Trade Show,11264,75,1089,0,Wire,COA-000134,2025-12-05 00:00:00,Y,Stone Collective,C:\Permits\EXP-0052.pdf,35,4,19.6,,,,,,,,
